Judet,An,Pop,Stab,Plec,Migr_szap,Migr_szap‰,Pop_stabila,Temporar absente,Perioada indelungata,Temporar absente‰,Absente perioada indelungata‰,Nat,Mort,Term_szap,Term_szap‰,M_Inf,M_Inf‰,Speranta de viata,Imbatranire demogr,Dependenta demogr,Salariati,Someri,Elevi prim,Elevi gimn,Superior,Analfabeti,Abandon primar,Abandon gimn,Medici,Medici/pop‰,Pers sanitar,Pers sanitar‰,Pat,Pat‰,Venit_tot,Venit_prop,Venit/pop,Supraf. locuib,Supraf_loc/pers,Locuinte exist,Suprafata locuibila/locuinte,Densitatea pop,"locuinte apa
potabila","locuinte
canalizare","lakas/electricitate
","incalzire  centrala/
lakas","konyha/
lakas","furdo/
lakas",Boli total,Tumori,Cardio vascular,Tumori%,Cardio_vasc%,Tumori/100000,Card_vasc/100000,Urban pop,Urban pop%,Kereset,GDP_EU%,GDP_RON,GDP/POP,ceg/terulet,ceg/pop,gdp milioane lei,nr pop 1 iulie dupa domociliu,gdp pe locuitor,indice infl,gdpreal,castig salarial,castig salarial real,personal didactic,populatie scolara,nr elevi/profesor ,elevi liceal si profesional,rata de ocupare=pop ocupata civila/resurse de munca,rata somajului,durata medie a vietii,rata mortalitatii infantile,pop agric,pop ocupata,pondere pop ocupata agricultura,rata criminalitatii,persoane condamnate definitiv,rata infractionaltatii,varsta medie,nr medici,nr medici la 10000loc,gaz nat distribuit uz casnic,gaz natural uz casnic/nr pop,supr locuibila in urban,populatie urbana,suprafata locuibila urban pe persoana,camere de locuit,camere per persoana,locuinte noi terminate,locuinte noi la 100000 persoane,pc-uri,PC-uri la 1000 de elevi,supr spatii verzi in urban,supr spatii verzi in urban/nr persoane,suprafata, drumuri nationale modrnizate,densitate drumuri nationale modernizate,supr fond forestier (mii ha),pondere fond forestier (ha),"Cantitate pesticide (kg; insecticide,fungicide,erbicide)",cantitate pesticide/km2,rata scolarizare ciclul2,elevi liceal si profesional.1,nr pop 15-18 ani,populatia conectata la sisteme de canalizare cu epurare,pondere pop conectata la sisteme de canalizare cu epurare,gini,Theil T,20 over 20,10 over 10,venituri proprii,venituri proprii pe locuitor,GDP,Venituri Totale,Venituri Proprii,Emigranti definitivi pe judete si localitati de plecare,Imigranti definitivi pe judete si localitati de destinatie,POPULATIA DUPA DOMICILIU la 1 ianuarie
Alba,1990,,4893.0,13006.0,-8113.0,-19.38,,,,,,5762.0,4692.0,1070.0,2.56,102.0,17.7,70.34,,,149181.0,,,,,,,,759.0,1.81,2184.0,5.22,3973.0,9.49,,,,4534222.0,10.83,145528.0,31.16,67.06,,,,,,,4692.0,631.0,3066.0,13.45,65.35,150.74,732.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1991,,3973.0,6544.0,-2571.0,-6.14,,,,,,5120.0,4566.0,554.0,1.32,85.0,16.6,70.53,,,137228.0,,,,,,,,719.0,1.72,2139.0,5.11,3973.0,9.49,,,,4780920.0,11.42,137460.0,34.78,67.06,,,,,,,4566.0,583.0,3043.0,12.77,66.64,139.27,726.95,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1992,418600.0,4413.0,6430.0,-2017.0,-4.82,,,,,,4804.0,4910.0,-106.0,-0.25,105.0,21.86,70.36,50.87,51.33,129564.0,,,,,,,,674.0,1.61,2087.0,4.99,3267.0,7.8,,,,4795455.0,11.46,137689.0,34.83,67.06,,,,,,,4910.0,689.0,3158.0,14.03,64.32,164.6,754.42,228997.0,54.71,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1993,416270.0,2672.0,4302.0,-1630.0,-3.92,,,,,,4443.0,4864.0,-421.0,-1.02,89.0,20.03,69.77,53.17,50.82,122625.0,,,,,,,,665.0,1.6,2019.0,4.85,3366.0,8.09,,,,4802000.0,11.54,137758.0,34.86,66.69,,,,,,,4864.0,674.0,3219.0,13.86,66.18,161.91,773.3,229194.0,55.06,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1994,414916.0,2972.0,4245.0,-1273.0,-3.07,,,,,,4409.0,4811.0,-402.0,-0.97,76.0,17.24,70.03,55.83,50.12,122255.0,,,,,,,,668.0,1.61,2165.0,5.22,3348.0,8.07,,,,4814000.0,11.6,137903.0,34.91,66.47,,,,,,,4811.0,654.0,3155.0,13.59,65.58,157.62,760.39,229613.0,55.34,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1995,412923.0,4496.0,5674.0,-1178.0,-2.85,,,,,,4074.0,5072.0,-998.0,-2.42,68.0,16.69,70.11,58.59,49.47,129125.0,,24784.0,20533.0,,,,,690.0,1.67,2209.0,5.35,3368.0,8.16,,,,4828697.0,11.69,138160.0,34.95,66.15,,,,,,,5072.0,714.0,3379.0,14.08,66.62,172.91,818.31,236681.0,57.32,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1996,410907.0,4948.0,5978.0,-1030.0,-2.51,,,,,,4059.0,5152.0,-1093.0,-2.68,66.0,16.26,69.58,61.83,48.77,116811.0,,24956.0,20683.0,,,,,699.0,1.7,2195.0,5.34,3348.0,8.15,,,,4848522.0,11.8,138435.0,35.02,65.83,,,,,,,5152.0,756.0,3441.0,14.67,66.79,183.98,837.42,235777.0,57.38,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1997,409016.0,5690.0,6394.0,-704.0,-1.72,,,,,,4223.0,5254.0,-1031.0,-2.53,77.0,18.23,69.41,64.65,48.08,97499.0,,24302.0,21202.0,,,,,641.0,1.57,2032.0,4.97,3133.0,7.66,,,,4874144.0,11.92,138806.0,35.11,65.53,,,,,,,5254.0,752.0,3365.0,14.31,64.05,183.86,822.71,234949.0,57.44,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1998,407435.0,4062.0,5169.0,-1107.0,-2.72,,,,,,4158.0,4869.0,-711.0,-1.75,72.0,17.32,69.66,66.95,47.84,95518.0,,22913.0,22687.0,,,,,616.0,1.51,2044.0,5.02,3133.0,7.69,,,,4892106.0,12.01,139027.0,35.19,65.27,,,,,,,4869.0,712.0,3293.0,14.62,67.63,174.75,808.23,239197.0,58.71,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,1999,405386.0,4581.0,5542.0,-961.0,-2.37,,,,,,4053.0,4835.0,-782.0,-1.94,68.0,16.78,70.08,69.4,47.47,89359.0,,21411.0,23071.0,,,,,654.0,1.61,2016.0,4.97,3046.0,7.51,297831.9,130725.9,0.32,4917941.0,12.13,139403.0,35.28,64.94,,,,,,,4835.0,742.0,3217.0,15.35,66.54,183.04,793.56,238029.0,58.72,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alba,2000,404004.0,3701.0,4501.0,-800.0,-1.98,,,,,,3949.0,4619.0,-670.0,-1.66,68.0,17.22,70.88,72.12,46.96,90415.0,,19644.0,23029.0,,,,,659.0,1.63,1892.0,4.68,2945.0,7.29,490205.2,218099.2,0.54,4938919.0,12.22,139529.0,35.4,64.72,,,,,,,4619.0,743.0,3027.0,16.09,65.53,183.91,749.25,237414.0,58.77,188.5,9.0,2126.84,5264.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261800000.0,49020520.0,21809920.0,187.0,32.0,404806.0
Alba,2001,402796.0,4937.0,5075.0,-138.0,-0.34,,,,,,3547.0,4797.0,-1250.0,-3.1,66.0,18.61,71.55,75.53,46.4,88465.0,,18469.0,22432.0,,,,,626.0,1.55,1948.0,4.84,2953.0,7.33,1082351.1,248424.8,0.62,5445463.0,13.52,141617.0,38.45,64.53,,,,,,,4797.0,792.0,3193.0,16.51,66.56,196.63,792.71,236873.0,58.81,267.5,9.0,3220.24,7994.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824800000.0,108235110.0,24842480.0,125.0,39.0,403466.0
Alba,2002,401298.0,5087.0,5417.0,-330.0,-0.82,,,,,,3448.0,4877.0,-1429.0,-3.59,70.0,20.3,71.29,79.57,45.65,87539.0,,17409.0,21015.0,,,,,626.0,1.56,1981.0,4.94,2896.0,7.22,1488927.1,304164.6,0.76,5467901.0,13.63,141818.0,38.56,64.29,,,,,,,4877.0,760.0,3326.0,15.58,68.2,189.39,828.81,236202.0,58.86,336.6,10.0,4496.48,11204.84,0.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301300000.0,148892710.0,30416460.0,86.0,35.0,402290.0
Alba,2003,400092.0,4701.0,5419.0,-718.0,-1.79,,,,,,3472.0,4620.0,-1148.0,-2.88,66.0,19.01,71.39,83.62,44.76,92227.0,,17163.0,19493.0,,,,,612.0,1.53,1846.0,4.61,2386.0,5.96,2058476.4,385554.1,0.96,5485495.0,13.71,142012.0,38.63,64.1,,,,,,,4620.0,733.0,3095.0,15.87,66.99,183.21,773.57,235757.0,58.93,433.3,11.0,5480.47,13698.02,0.85,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209500000.0,205847640.0,38555410.0,168.0,14.0,400760.0
Alba,2004,398316.0,5263.0,5845.0,-582.0,-1.46,,,,,,3590.0,4730.0,-1140.0,-2.86,70.0,19.5,71.88,88.05,43.93,88078.0,,16409.0,17939.0,,,,,626.0,1.57,1832.0,4.6,2386.0,5.99,2569314.0,949083.9,2.38,5506933.0,13.83,142272.0,38.71,63.81,,,,,,,4730.0,802.0,3164.0,16.96,66.89,201.35,794.34,234978.0,58.99,517.5,12.0,7061.43,17728.21,0.98,0.02,4034.8,398316.0,10129.6458088553,1.0,10129.6458088553,517.51,517.51,5156.0,73299.0,14.2162529092,19002.0,69.5,10.0,71.88,19.5,52.6,167.8,31.3468414779,257.0,1022.0,256.5802026532,38.4,700.0,175.7398648309,89120.0,223.7419536248,3141156.0,234978.0,13.367872737,347057.0,0.8713107181,363.0,91.1336727623,2541.0,34.6662300986,251.0,10.6818510669,6250.0,369.0,59.04,206.1,32.976,124861.0,19.97776,75.91993,19002.0,25029.0009487627,,,0.3160339473,0.1690643463,4.856274971,6.8142034104,77140980.0,193.6677914018,4094500000.0,256931.0,94908.0,187.0,10.0,399162.0
Alba,2005,396777.0,3641.0,4006.0,-365.0,-0.92,,,,,,3778.0,4826.0,-1048.0,-2.66,70.0,18.53,71.89,92.64,43.15,84586.0,,15994.0,16840.0,,,,,608.0,1.53,1823.0,4.59,2529.0,6.37,324348444.0,115206897.0,290.36,5523264.0,13.92,142424.0,38.78,63.57,,,,,,,4826.0,809.0,3200.0,16.76,66.31,203.89,806.5,234547.0,59.11,645.0,15.0,7818.74,19705.63,1.09,0.02,4423.7,396777.0,11149.0837422532,1.09,10228.5171947277,645.0,591.7431192661,4895.0,71219.0,14.5493360572,18584.0,68.5,8.3,71.89,18.5,54.4,168.6,32.265717675,269.0,1068.0,269.1688278302,38.6,661.0,166.5923175991,99886.0,251.7434226278,3156971.0,234547.0,13.4598651869,347613.0,0.8760916081,233.0,58.7231618768,3116.0,43.752369452,267.0,11.3836459217,6250.0,369.0,59.04,206.1,32.976,30000.0,4.8,74.02215,18584.0,25105.9986774229,,,0.2660166364,0.1231586708,3.634056854,4.9599475197,95697784.0,241.1878309479,4483800000.0,324348444.0,115206897.0,145.0,1.0,397650.0
Alba,2006,395702.0,4689.0,5554.0,-865.0,-2.19,,,,,,3639.0,4642.0,-1003.0,-2.55,45.0,12.37,72.22,95.19,42.61,87250.0,,15619.0,16003.0,,,,,572.0,1.45,1762.0,4.45,2479.0,6.26,457376470.0,151118002.0,381.9,5537470.0,13.99,142544.0,38.85,63.39,,,,,,,4642.0,829.0,3121.0,17.86,67.23,209.5,788.72,234315.0,59.22,756.0,19.0,9690.68,24489.84,1.14,0.02,5718.6,395702.0,14451.7844236319,1.161504,12442.3027588643,756.0,650.8802380362,4865.0,69041.0,14.1913669065,18470.0,70.5,7.1,72.22,12.4,51.3,170.9,30.0175541252,258.0,1020.0,257.7697358113,38.9,630.0,159.2107191776,87483.0,221.0830372351,3169555.0,234315.0,13.5268975524,348166.0,0.8798691945,215.0,54.3338168622,3364.0,48.7246708478,270.0,11.5229498752,6250.0,376.0,60.16,206.3,33.008,27887.0,4.46192,78.92825,18470.0,23401.0002755667,125640.0,31.7511662817,0.2304315239,0.1005894996,2.874192471,3.8212132528,123547210.0,312.2228596267,5766700000.0,457376470.0,151118002.0,236.0,19.0,396429.0
Alba,2007,393965.0,5758.0,6391.0,-633.0,-1.61,,,,,,3462.0,4349.0,-887.0,-2.25,40.0,11.55,72.85,97.32,42.2,90316.0,,14725.0,15728.0,,,,,564.0,1.43,1782.0,4.52,2516.0,6.39,624197555.0,220195784.0,558.92,5568829.0,14.14,142866.0,38.98,63.12,,,,,,,4349.0,765.0,2899.0,17.59,66.66,194.18,735.85,233739.0,59.33,933.0,26.0,11836.84,30045.41,1.26,0.02,8015.4,393965.0,20345.4621603442,1.2177207936,16707.8219139184,933.0,766.1854875958,4847.0,67071.0,13.8376315247,18363.0,71.9,5.7,72.85,11.6,50.0,173.5,28.818443804,181.0,715.0,181.4882032668,39.2,632.0,160.4203419085,85025.0,215.8186640945,3190731.0,233739.0,13.6508284882,349521.0,0.8871879482,443.0,112.4465371289,3740.0,55.7618046548,273.0,11.6796940177,6250.0,384.0,61.44,206.8,33.088,20058.0,3.20928,83.95282,18363.0,21872.9996205011,124893.0,31.7015470917,0.2092133396,0.1023378377,2.542776241,3.3912329274,183758803.0,466.4343355374,8066300000.0,624197555.0,220195784.0,140.0,45.0,394641.0
Alba,2008,392640.0,5754.0,6485.0,-731.0,-1.86,,,,,,3492.0,4459.0,-967.0,-2.48,44.0,12.6,73.82,99.13,41.93,91854.0,,14577.0,15188.0,,,,,587.0,1.5,1967.0,5.01,2521.0,6.42,731773066.0,270963367.0,690.11,5622554.0,14.32,143550.0,39.17,62.9,,,,,,,4459.0,784.0,2913.0,17.58,65.33,199.67,741.9,233303.0,59.42,1128.0,27.0,14069.18,35832.26,1.32,0.02,9340.5,392640.0,23788.966992665,1.3133118759,18113.7225888604,1128.0,858.8972815228,4826.0,65419.0,13.5555325321,17779.0,70.0,7.1,73.82,12.6,49.5,168.6,29.359430605,175.0,689.0,175.4788101059,39.4,682.0,173.69600652,97181.0,247.5066218419,3228972.0,233303.0,13.8402506612,352004.0,0.896505705,739.0,188.2131214344,5088.0,77.7755697886,274.0,11.7443839128,6250.0,391.0,62.56,206.9,33.104,103126.0,16.50016,89.1446,17779.0,19944.0010948504,124096.0,31.6055419723,0.2006691743,0.0699155056,2.484057631,3.0811852564,224846195.0,572.6522896292,9319100000.0,731773066.0,270963367.0,160.0,57.0,393390.0
Alba,2009,391225.0,5224.0,5685.0,-461.0,-1.18,,,,,,3629.0,4687.0,-1058.0,-2.71,27.0,7.44,74.19,99.49,41.65,83830.0,,14043.0,15076.0,,,,,586.0,1.5,1982.0,5.07,2531.0,6.47,740460473.0,266557555.0,681.34,5666412.0,14.48,144059.0,39.33,62.68,,,,,,,4687.0,820.0,3011.0,17.5,64.24,209.6,769.63,233044.0,59.57,1142.0,23.0,13492.62,34488.13,1.32,0.02,8888.3,391225.0,22719.151383475,1.3867260098,16383.3022699289,1142.0,823.5224492526,4717.0,66658.0,14.1314394742,17391.0,66.0,12.5,74.19,7.4,49.7,160.0,31.0625,166.0,651.0,166.4004089718,39.7,687.0,175.6022749057,82726.0,211.4537670139,3261109.0,233044.0,13.99353341,354083.0,0.9050623043,558.0,142.6289219758,5942.0,89.1415884065,274.0,11.7574363639,6250.0,420.0,67.2,206.4,33.024,102918.0,16.46688,95.39246,17391.0,18231.000647221,124325.0,31.7783883954,0.179461429,0.0628501809,2.245574703,2.8182490969,215625068.0,551.1536021471,8881400000.0,740460473.0,266557555.0,155.0,75.0,391990.0
Alba,2010,389767.0,6942.0,7630.0,-688.0,-1.77,,,,,,3283.0,4517.0,-1234.0,-3.17,32.0,9.75,74.29,100.29,41.64,74577.0,6.9,13697.0,14968.0,,,1.7,1.3,560.0,1.44,1827.0,4.69,2163.0,5.55,733245152.0,267937276.0,687.43,5697024.0,14.62,144422.0,39.45,62.44,,,,,,,4517.0,762.0,2908.0,16.87,64.38,195.5,746.09,232751.0,59.72,1241.0,24.0,13423.24,34439.14,1.19,0.02,9272.9,389767.0,23790.8801925253,1.4711776238,16171.317323198,1241.0,843.5419217652,4490.0,64366.0,14.3354120267,17208.0,64.2,10.0,74.29,9.7,48.2,156.8,30.7397959184,263.0,1025.0,262.977625094,40.0,660.0,169.3319342068,81416.0,208.883769021,3279529.0,232751.0,14.0902896228,355544.0,0.9121962608,453.0,116.2232821147,5948.0,92.4090358264,295.0,12.6744890462,6250.0,421.0,67.36,206.3,33.008,103185.0,16.5096,98.83975,17208.0,17409.9995194241,133474.0,34.2445614944,0.1865176127,0.0601451266,2.344488887,2.9143354637,221642178.0,568.6530106448,9283000000.0,733245152.0,267937276.0,105.0,102.0,390612.0
Alba,2011,387895.0,4838.0,5311.0,-473.0,-1.22,342376.0,4408.0,16989.0,12.87,49.62,3252.0,4433.0,-1181.0,-3.07,38.0,11.69,74.53,100.91,41.62,73983.0,5.2,13335.0,14286.0,12.87,2.95,1.4,1.7,544.0,1.4,1759.0,4.53,2038.0,5.25,750956846.0,293524309.0,756.71,7157130.0,18.45,150568.0,47.53,62.14,70.7,67.9,96.9,41.2,83.6,64.0,4433.0,808.0,2824.0,18.23,63.7,208.3,728.03,231805.0,59.76,1228.0,23.0,12505.5,32239.39,1.1,0.02,9343.1,387895.0,24086.672939842,1.5563588082,15476.2981475734,1228.0,789.0211393116,4367.0,61925.0,14.1802152507,16725.0,65.0,7.7,74.53,11.7,48.5,158.1,30.6767868438,329.0,1275.0,328.6971989843,40.3,644.0,166.0243107026,84960.0,219.0283452996,4292563.0,231805.0,18.5179914152,395747.0,1.0202425914,483.0,124.518233027,6007.0,97.0044408559,317.0,13.6752874183,6250.0,421.0,67.36,206.6,33.056,103126.0,16.50016,100.0718,16725.0,16713.0000659526,135160.0,34.8444811096,0.1959126921,0.0644182473,2.50858492,3.0662134399,248811065.0,641.4392167984,9371300000.0,750956846.0,293524309.0,240.0,77.0,388869.0
Alba,2012,386319.0,5471.0,6116.0,-645.0,-1.67,,,,,,3241.0,4414.0,-1173.0,-3.05,17.0,5.25,74.82,103.16,41.85,77467.0,5.9,15487.0,14030.0,,,1.8,1.0,557.0,1.44,1617.0,4.19,2058.0,5.33,797864932.0,294446229.0,762.18,7188675.0,18.61,150989.0,47.61,61.89,,,,,,,4414.0,771.0,2766.0,17.47,62.66,199.58,715.99,230515.0,59.67,1276.0,26.0,13076.8,33849.75,1.15,0.02,10081.7,386319.0,26096.8267157453,1.6081855565,16227.497262711,1276.0,793.4407785574,4328.0,60662.0,14.0161737523,15754.0,67.5,8.4,74.82,5.2,49.5,163.4,30.2937576499,369.0,1257.0,325.3787672882,40.6,668.0,172.9140943107,76514.0,198.0591169474,4314446.0,230515.0,18.7165520682,397261.0,1.0283237428,454.0,117.5194593069,6080.0,100.2274900267,317.0,13.7518165846,6250.0,428.0,68.48,206.1,32.976,103185.0,16.5096,97.56007,15754.0,16147.999893809,138770.0,35.921091119,0.1943139125,0.0660174422,2.454224193,3.0779889807,248328354.0,642.8064734067,10167200000.0,797864932.0,294446229.0,282.0,76.0,387394.0
Alba,2013,384712.0,4992.0,5460.0,-468.0,-1.22,,,,,,3343.0,4357.0,-1014.0,-2.64,19.0,5.68,75.54,105.87,42.04,77320.0,7.4,15586.0,13540.0,,,1.2,1.7,583.0,1.52,1601.0,4.16,2058.0,5.35,809414381.0,314898352.0,818.53,7229185.0,18.79,151407.0,47.75,61.63,,,,,,,4357.0,756.0,2701.0,17.35,61.99,196.51,702.08,229779.0,59.73,1323.0,26.0,13881.98,36084.08,1.17,0.02,10292.3,384712.0,26753.2595811932,1.6721913416,15998.9224409648,1323.0,791.1774012119,4414.0,59584.0,13.4988672406,15184.0,68.0,10.2,75.54,5.7,47.1,163.3,28.842620943,347.0,1174.0,305.1633429682,40.9,685.0,178.0552725155,70446.0,183.1136018632,4346947.0,229779.0,18.917947245,399042.0,1.0372486431,449.0,116.7106822766,6254.0,104.9610633727,318.0,13.8393848002,6250.0,482.0,77.12,206.2,32.992,102918.0,16.46688,95.11401,15184.0,15963.9994150178,140173.0,36.4358273202,0.1720976117,0.0524039075,2.221581398,2.7211886155,267273836.0,694.7374555512,10393200000.0,809414381.0,314898352.0,259.0,94.0,385716.0
Alba,2014,383252.0,5170.0,5530.0,-360.0,-0.94,,,,,,3224.0,4342.0,-1118.0,-2.94,26.0,8.06,76.09,108.71,42.13,79006.0,5.0,15426.0,13020.0,,,1.6,1.6,593.0,1.55,1650.0,4.31,2056.0,5.36,843449967.0,343180044.0,895.44,7267876.0,18.96,151921.0,47.84,61.4,,,,,,,4342.0,785.0,2637.0,18.08,60.73,204.83,688.06,228994.0,59.75,1433.0,28.0,15303.87,39931.61,1.21,0.02,10955.6,383252.0,28585.8912673646,1.690083789,16913.8899820597,1433.0,847.8869564568,4233.0,59279.0,14.0040160643,14827.0,76.7,7.3,76.09,8.1,45.3,159.6,28.3834586466,302.0,1017.0,265.3606504337,41.2,705.0,183.9520733095,63662.0,166.1100268231,4377399.0,228994.0,19.1157803261,400832.0,1.0458706021,532.0,138.8120609938,6458.0,108.9424585435,373.0,16.2886363835,6250.0,492.0,78.72,206.5,33.04,103126.0,16.50016,92.27083,14827.0,16069.0003547167,148058.0,38.6320227944,0.1708541147,0.0500381007,2.22174582,2.6964477381,291319700.0,760.1257136297,11009300000.0,843449967.0,343180044.0,158.0,94.0,384135.0
Alba,2015,381929.0,5134.0,5329.0,-195.0,-0.51,,,,,,3199.0,4641.0,-1442.0,-3.79,24.0,7.5,76.06,111.86,42.52,80782.0,3.8,15282.0,12727.0,,,1.5,1.4,430.0,1.13,1448.0,3.79,2049.0,5.36,1102402336.0,375405646.0,982.92,7303387.0,19.12,152333.0,47.94,61.19,,,,,,,4641.0,777.0,2787.0,16.74,60.05,203.44,729.72,228593.0,59.85,1588.0,29.0,16217.79,42462.84,1.24,0.02,11711.2,381929.0,30663.2908210688,1.6801122946,18250.7389054084,1588.0,945.1749178165,4208.0,58001.0,13.7835076046,14361.0,77.4,5.6,76.06,7.5,39.8,159.2,25.0,237.0,792.0,207.3683852234,41.4,707.0,185.1129398396,67866.0,177.6927125199,4407342.0,228593.0,19.2803016715,402507.0,1.0538791241,438.0,114.681000919,6565.0,113.1877036603,373.0,16.3172100633,6250.0,531.0,84.96,203.7,32.592,117335.0,18.7736,89.84048,14361.0,15984.9991896749,151292.0,39.6125981531,0.2429185789,0.1003065194,3.083902319,3.8797721152,310109848.0,811.9567982531,11776400000.0,1102402336.0,375405646.0,190.0,106.0,382710.0
Alba,2016,380418.0,5335.0,5936.0,-601.0,-1.58,,,,,,3267.0,4455.0,-1188.0,-3.12,19.0,5.82,76.02,115.01,42.95,84208.0,3.5,14774.0,12748.0,,,1.4,1.4,438.0,1.15,1508.0,3.96,2049.0,5.39,1013794196.0,421039525.0,1106.78,7341868.0,19.3,152779.0,48.06,60.94,,,,,,,4455.0,814.0,2561.0,18.27,57.49,213.98,673.21,227758.0,59.87,1767.0,30.0,17574.28,46197.29,1.27,0.02,12616.1,380418.0,33163.7829965985,1.6540705541,20049.7995173909,1767.0,1068.2736571658,4115.0,57399.0,13.9487241798,14280.0,77.3,5.1,76.02,5.8,34.4,159.9,21.5134459037,219.0,727.0,191.105573343,41.7,713.0,187.4254109953,71269.0,187.3439216861,4437420.0,227758.0,19.4830477963,404377.0,1.0629807212,472.0,124.0740448664,6787.0,118.242478092,399.0,17.5185942975,6250.0,531.0,84.96,203.9,32.624,127750.0,20.44,89.60843,14280.0,15936.0006642232,158365.0,41.6292078713,0.1753800149,0.0537203897,2.214385813,2.6575678709,355550040.0,934.6299071022,12674400000.0,1013794196.0,421039525.0,288.0,119.0,381185.0
Alba,2017,378672.0,5335.0,6079.0,-744.0,-1.96,,,,,,3218.0,4401.0,-1183.0,-3.11,21.0,6.53,76.12,118.31,43.72,89330.0,2.6,15018.0,12156.0,,,,,439.0,1.16,1542.0,4.07,2049.0,5.41,1183280492.0,478689140.0,1264.13,7384369.0,19.5,153317.0,48.16,60.67,,,,,,,4401.0,858.0,2620.0,19.5,59.53,226.58,691.89,226980.0,59.94,2057.0,33.0,19939.3,52655.86,1.31,0.02,14538.1,378674.0,38392.1262088234,1.6762350995,22903.7837356733,2057.0,1227.1548308635,4092.0,56964.0,13.9208211144,13829.0,79.5,3.7,76.06,6.4,35.0,162.1,21.5916101172,227.0,744.0,196.4750682645,42.0,643.0,169.8030495888,74712.0,197.2989959701,4472172.0,226974.0,19.7034550213,406452.0,1.0733559737,577.0,152.3738096621,6824.0,119.7949582192,399.0,17.5791059769,6250.0,531.0,84.96,204.3,32.688,114954.0,18.39264,90.07947,13829.0,15351.9997397853,168945.0,44.6148930214,0.1412070399,0.0342449653,1.916536823,2.2463358933,402675340.0,1063.3825929427,,1183280492.0,478689140.0,314.0,121.0,379608.0
Alba,2018,376936.0,5086.0,5783.0,-697.0,-1.85,,,,,,3111.0,4418.0,-1307.0,-3.44,14.0,4.5,76.49,121.69,44.57,91251.0,2.4,14790.0,11997.0,,,,,458.0,1.22,1597.0,4.24,2049.0,5.44,943076985.0,429901884.0,1140.52,7416573.0,19.68,153769.0,48.23,60.39,,,,,,,4418.0,830.0,2564.0,18.79,58.04,220.2,680.22,226322.0,60.04,2375.0,,,,1.37,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943076985.0,429901884.0,,,377844.0
Arad,1990,,28587.0,22645.0,5942.0,12.09,,,,,,5688.0,7250.0,-1562.0,-3.18,139.0,24.44,68.39,,,174079.0,,,,,,,,1008.0,2.05,2582.0,5.25,4780.0,9.73,,,,6570807.0,13.37,188821.0,34.8,63.37,,,,,,,7250.0,1099.0,4571.0,15.16,63.05,223.64,930.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arad,1991,,8680.0,7290.0,1390.0,2.83,,,,,,5303.0,7290.0,-1987.0,-4.04,107.0,20.18,68.29,,,158491.0,,,,,,,,934.0,1.9,2565.0,5.22,4780.0,9.73,,,,6863228.0,13.97,177375.0,38.69,63.37,,,,,,,7290.0,989.0,4779.0,13.57,65.56,201.26,972.52,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
